Formula              ✕	Heat of formation              ✕	Band gap              ✕	Work function (avg. if finite dipole)              ✕	Cond. band minimum              ✕	Fermi level              ✕	Monolayer reported DOI              ✕	Related COD id              ✕	Related ICSD id              ✕	Val. band maximum              ✕	Unique ID              ✕
Ti4I4O4	-1.731	0.0	4.184	-	-0.424	-	-	-	-	414c8a65915d6f3641e046111ad425ba
Ru2I2S2	-0.177	0.0	5.231	-	-0.703	-	-	-	-	49e5d8375a23706bbb957a4fcd957f1b
ISbTe	-0.128	1.011	4.847	-0.495	-1.0	-	-	-	-1.506	87cf83165f3904c2193f9029eb57eb2d
NbSTe	-0.721	0.0	4.771	-	-0.674	-	-	-	-	f77debc37061a89ba45b5328be94c015
VSeTe	-0.502	0.12	5.048	-0.728	-0.788	-	-	-	-0.848	bfddcb587e0a360cbbf77c923884ddbb
Ti2P2S6	-0.704	0.0	4.296	-	-0.422	-	-	-	-	3bb2ee398befceab74c15887e5723515
Cr2Mo2S8	-0.779	1.014	5.353	-0.453	-0.959	-	-	-	-1.466	fe778b574e5d8f064878837443da3e3f
HfMnI6	-0.743	1.359	4.887	-0.989	-1.669	-	-	-	-2.349	5705ee13d557ac2a9a8e4306e741184a
Cr2F4	-2.329	1.396	4.389	-2.568	-3.266	-	9009095	-	-3.964	d68417f143d51ea52257449ab0a1d8a7
In2Te4	-0.066	0.487	4.812	-2.772	-3.016	-	-	501	-3.259	3d2fd08cad030bcec12929afae253acb
P8Si4	-0.129	1.539	4.977	-2.218	-2.988	-	-	43098	-3.757	296eb95400e1ddd5bc8e1fd60748d4fc
V4O8	-2.239	0.304	6.739	-4.452	-4.604	-	1527408	-	-4.756	fddf28121cadcebf6bc4b14a5acfdf06
Ag2Au2Cl8	-0.389	0.909	6.352	-4.540	-4.995	-	7209314	-	-5.449	5643c6b99bbdee275e327bc5426d119e
Al2ZnS4	-0.889	0.0	4.951	-	-1.737	-	-	609280	-	41550776a71847c6c41264e4059aca29
Ba2Mn2Ge2	-0.182	0.0	2.398	-	0.131	-	1539729	-	-	61ec5cfcd67d2ca37c17c7e5843c61a3
Ca2Cl4O8	-0.861	2.819	3.523	-0.585	-1.995	-	2207379	-	-3.404	c13c42ad9e167bff6252fd63cf720b0e
Cr2Nb2Se10	-0.613	0.0	4.653	-	-2.112	-	-	35044	-	21f429f73334a33e2bca2ae63f205ce6
Cu2Hg2Cl2Se2	-0.363	0.833	4.884	-2.902	-3.319	-	1001109	-	-3.736	e99b6610b52951b72d0fba1535a33153
Hf2Br2N2	-1.688	1.955	5.248	-1.078	-2.056	-	-	190383	-3.033	5bcc2a429b75688f8acb743a9595366a
In2MnSe4	-0.442	0.0	4.744	-	-1.518	-	-	639980	-	19fb4112fb9880b4618fd39272a5a030
Li2PdH2	-0.402	0.0	1.984	-	-1.019	-	-	108534	-	7e15b5a70d0bffbe51f35b7d39f91a9c
Mn2P2S6	-0.372	0.108	5.221	-3.155	-3.209	-	-	61391	-3.263	6378a130737d5558a69759039c34dec7
Nb2Ge2Sb2	-0.109	0.0	4.742	-	-1.146	-	-	637231	-	1ad858e925b57494231df00d70a548bd
Nb4Ge2Te8	-0.5	0.416	4.415	-1.720	-1.927	-	-	81417	-2.135	1b758c7c872b664ee0b99d6ca127c25a
PdTa2Se6	-0.717	0.0	5.128	-	-2.935	-	-	61005	-	fd843a51e0e84a7bf271ac2f1fab780f
RbTiS2	-1.021	0.0	4.215	-	-1.686	-	-	77990	-	49dbc3761c6709f42c29beef8b891841
Tl2O6Sb2	-1.192	2.828	3.836	-0.775	-2.189	-	1524096	-	-3.603	733a4903293a6b1351ad9527e5a82fca
Zr2PTe2	-1.141	0.0	4.971	-	-1.63	-	-	420650	-	5b2478726aa0115bbd76676fdc243a77
InLiI4O12	-0.548	2.788	5.632	-1.928	-3.322	-	-	422056	-4.716	21295e21447d204f3a083fd7bebd5fa5
Na2B2H8O8	-1.563	4.681	3.649	-0.480	-2.821	-	-	72913	-5.161	ec78acc382fc4e97c608917b8f347813
NiC6Cl2H4N2	-0.081	0.858	4.717	-3.124	-3.553	-	7227895	-	-3.982	e02c3c0e70e7044c9b17eae4326edac4
Ti3C2O2	-1.609	0.0	6.142	-	0.029	-	-	-	-	123ce06d1a7d6413bcf84bc1fa546d82
BP	-0.029	0.898	4.678	-1.953	-2.402	-	-	-	-2.851	366e776e72b9e6a1773b4d806f2ac3b1
Hf4C3O2	-1.678	0.0	5.3	-	2.12	-	-	-	-	148b1a12e43d46f0cceb3046f5e217fc
Ti4C3	-0.518	0.0	3.988	-	2.18	-	-	-	-	11809618f380345dc26776fb89f213f2
Y4N3	-1.299	0.0	4.183	-	2.556	-	-	-	-	712233d3cb47f2a67c01dd22c4aff014
Mo2Cl2	-0.449	0.0	4.586	-	1.371	-	-	-	-	3605baa98e3d583699b57f9d2498099a
Tl2Cl2	-0.965	3.629	3.872	-0.058	-1.872	-	-	-	-3.687	7b1148a5ff83eeca44a0263b4f895920
Cu2S2	-0.101	0.0	5.612	-	-2.488	-	-	-	-	c471ebed0b05e33dc7fea4277cb65a3e
Hf2F2	-2.227	0.0	4.616	-	0.52	-	-	-	-	e392c4b9b625fbd55e946459bf2e7c61
Pd2F2	-0.91	0.865	7.129	-3.019	-3.452	-	-	-	-3.884	4e620bd5e3d80a973fc5a070092610b2
Sc2I2	-0.71	0.0	3.897	-	1.184	-	-	-	-	713be3a84c455cc9abed7231ce7e99d3
Zn2I2	-0.372	2.091	4.448	0.291	-0.754	-	-	-	-1.799	5b177fcf8abfbf2063f3d935d01fbc94
In2Se2	-0.538	1.404	5.209	-0.540	-1.242	-	9008967	640503	-1.944	67a1be08593dc651c57c0880df4e5cf3
Ni2Te2	-0.14	0.0	4.63	-	-0.573	-	-	-	-	a757ba21cfe460ac4f55267e8118a751
Ta2O2	-1.256	0.0	4.603	-	-1.503	-	-	-	-	7f094a137147ce90902c6396bccc7f7f
Pb2S2	-0.514	1.162	3.927	0.042	-0.54	-	-	648438	-1.121	5b2a1892e871aadc668acfeb7118070e
Rh2Te2	-0.26	0.0	4.57	-	-0.521	-	-	-	-	876f7ba48967c5eb1f694b87812cf8f3
SnS	-0.34	2.289	4.937	-1.114	-2.259	-	-	-	-3.403	cc7fca86167f607218aae2e00ffa897e
W2Se2	-0.209	0.0	4.783	-	1.586	-	-	-	-	7d3e3e00c99f8417ff86e9353617a3ce
CaCl2	-2.421	5.784	5.264	0.293	-2.598	-	-	-	-5.490	7f735c2c078bce610e120dfa09d7f1bc
CoCl2	-0.603	0.351	6.067	-2.725	-2.901	-	9008030	-	-3.076	f06285c3a81b116ff3a3546bf58db7ee
Cr2S4	-0.193	0.0	4.792	-	-2.592	-	-	-	-	23a9f1ab8e4a66af4ede7a9efa63ac61
FeO2	-1.136	0.0	7.322	-	-4.081	-	9009104	-	-	29a97d62f3a0ad50ca7f9c9ed5c339f7
GeS2	-0.298	1.344	5.021	-1.379	-2.051	-	-	425582	-2.724	7a4dbec044d6ae0ffde743ac12ba014c
Hf2Br4	-1.16	0.852	3.845	0.438	0.012	-	-	-	-0.414	63f2e28e37af7c093096d90e64aa87f6
HgBr2	-0.512	2.007	5.92	-2.606	-3.609	-	-	-	-4.613	56d24b6c41c46698116b8ce948e8d494
Ir4S8	-0.381	0.692	5.342	-1.061	-1.408	-	-	-	-1.754	2a7b79bc15faf408fbf2ec1dae2e1588
MnCl2	-1.06	1.797	5.4	-1.514	-2.413	-	9009130	33752	-3.311	bb56cf02633e8c12c998c301803d6188
PdBr2	-0.226	0.198	5.577	-2.456	-2.555	-	-	-	-2.654	3a54b893417a7597c31cbfacf065fa96
Sc2S4	-1.252	0.0	6.695	-	-3.573	-	-	-	-	3962d0f6b6ef5170ba684ad674dfd0ea
VSe2	-0.433	0.0	5.346	-	-2.603	-	-	-	-	ee5ae5b749d75e5a00c79e26a4f34997
TaS2	-0.64	0.0	4.614	-	-1.695	-	-	-	-	7f5e82a696f01d6fd4c4787af2fd5461
ZnBr2	-0.924	3.272	5.258	-1.297	-2.933	-	-	-	-4.570	cf76127a0bda952ac5012c88541a939e
ZnTe2	-0.078	0.0	4.54	-	-0.712	-	-	-	-	1e7550056002a4aed471eeb719d0cf6a
Zr2I4	-0.909	0.423	3.898	0.420	0.209	-	1537359	-	-0.003	52bda790a135be5915251f41fcb8d308
Cr2CS2	-0.283	0.0	5.461	-	0.397	-	-	-	-	761587449ce253464e0b66dcf562e123
Mo2CSe2	-0.333	0.0	4.811	-	1.649	-	-	-	-	4a39a1a2c6e173ce09a84b97a16becd5
Zr2CS2	-1.219	0.0	6.239	-	-0.301	-	-	-	-	b5d834fe63deaa4290db82e98c8b0bc2
FeH2O2	-0.776	0.0	1.986	-	0.152	-	-	-	-	f6760031857b3e0786e6181a504eb291
Mn2F2N	-1.349	0.0	5.624	-	-1.38	-	-	-	-	20a8851f68a9c02a4527c33269ad2532
Nb2NS2	-1.119	0.0	5.433	-	0.882	-	-	-	-	f31e1d5ebd6b9536a84132fcb3dafafe
V2NSe2	-0.836	0.0	4.693	-	1.457	-	-	-	-	b3d2b3597bb89fb4e41c120817928c40
Co2Br6	-0.406	0.962	5.528	-2.038	-2.519	-	-	-	-3.000	4825ba046a40b5c9a094ff81ebf5f651
In2I6	-0.513	1.597	5.305	-1.445	-2.244	-	-	-	-3.042	dde23782d2dd7071e445dabe5aabf1c0
Ni2Te6	-0.02	0.0	4.515	-	0.029	-	-	-	-	318d4af5786cfad59b89bf40bbdef5a7
Pb2Te6	-0.082	0.268	4.823	-0.451	-0.585	-	-	-	-0.719	676d77b5a437d5b5b0bc12a82f95f600
Re2Br6	-0.095	0.135	4.703	-1.483	-1.55	-	-	-	-1.618	904f181ca99b99e3693af1ee64a225b1
Ta2S6	-0.8	0.0	4.925	-	0.649	-	-	-	-	bb0284f1a079f788dee6d0cb3dfdb564
Zr2I6	-0.864	0.0	4.042	-	-0.623	-	-	-	-	d5ebeeca3a75900ab8d6f2eb8ef3edf0
Cr3WSe8	-0.504	0.677	4.818	-0.055	-0.393	-	-	-	-0.732	35bf378a37cfc7d72b91a9751d12bfcb
Al2Cl2O2	-2.354	5.729	5.031	1.675	-1.189	-	9009194	-	-4.054	7c8266437229770b0c0b02c81b893092
AsISe	-0.16	1.151	5.012	-1.111	-1.686	-	-	-	-2.262	3ca34dccb487faeb34de2b17a3a05e39
BiClS	-0.658	1.002	6.366	-2.855	-3.356	-	-	-	-3.857	cce63b6079f7114881bce679094d2312
Cr2Br2Se2	-0.7	0.179	5.743	-1.977	-2.066	-	-	-	-2.156	224497c93f5709570216ba204193d4fa
HfBrI	-0.887	0.713	2.898	1.748	1.392	-	-	-	1.035	6ee5a33799b83885c5d9fce433ff74da
In2Br2Se2	-0.657	1.23	5.543	-1.469	-2.084	-	-	-	-2.700	fb08025c9d4450075b1187be31fc9c42
Ni2Br2O2	-0.516	0.0	5.753	-	-2.164	-	-	-	-	1912ff3a585db7a798aa1e7df78a9fa6
BrSSb	-0.415	1.217	5.549	-1.851	-2.46	-	-	-	-3.068	fc56ceafa192e0fbc8162c99bcfd619e
In2Cl2O2	-1.42	2.607	6.404	-1.329	-2.632	-	-	24058	-3.936	540b963ebde63a758dc43c51a2873bc1
Rh2Cl2Se2	-0.579	0.0	6.271	-	-2.411	-	-	-	-	f4618d04750feef4fb592ba5e385964b
Co2Li2P2	-0.568	0.0	2.702	-	0.452	-	-	-	-	f55d2413064db2d7e97a04ee549def00
Ru2I2Se2	-0.098	0.0	5.211	-	-0.791	-	-	-	-	88d1f789d6e9b71c7f45058cea74ae0f
ISbTe	-0.25	0.838	4.939	-1.171	-1.59	-	-	-	-2.009	98290e74a33dedbc299034cb01e4262e
MoOS	-1.361	1.06	5.281	-0.479	-1.009	-	-	-	-1.539	1f53bf21254342740216a26a3bacde09
NbSeTe	-0.627	0.0	4.669	-	-0.498	-	-	-	-	a46f7a761589f6834b397c523cc9a941
TaSTe	-0.67	0.0	4.581	-	-0.464	-	-	-	-	133160d8b50cf60e4f5ec4a69227b074
VSeTe	-0.5	0.0	4.748	-	-0.846	-	-	-	-	eb48e0b711b2e30f31f274f5f4ad11bb
Au2Br2Te4	-0.11	1.013	4.992	-1.856	-2.363	-	-	-	-2.870	c33a8b7351820b06c80e3db16e933b14
Cu2I2Se4	-0.143	0.791	5.038	-1.794	-2.189	-	-	-	-2.585	57df7a1bea90a7ca22e49e3f6ad84ce2
In2P2S6	-0.318	0.839	5.048	-1.184	-1.604	-	-	-	-2.024	be5ec34912fc21fe29a68ed42c7b5b21
Os2P2S6	-0.1	0.038	5.016	-1.216	-1.235	-	-	-	-1.254	c1df9619ad973c3dc51e5a27db593dd8
Cr2Mo2Se8	-0.581	0.819	4.814	0.046	-0.364	-	-	-	-0.773	a88959f264caa50e8fa93d7c59574a29
HfNiBr6	-1.047	1.355	5.845	-2.279	-2.957	-	-	-	-3.634	e948ba268290d23673aa36a3e639a890
As4Se6	-0.113	1.735	4.614	-2.378	-3.245	-	9011471	-	-4.112	20b39d645cb88760cc6278dea4a52117
Cr2Se2	-0.324	0.0	4.441	-	-2.302	-	-	162899	-	1beea25e0cd098be2ba47275a2478271
Pb2O2	-1.163	2.406	3.402	-0.716	-1.919	-	1526264	-	-3.122	9a552ff4e9fbb0bfbac20f07ffa5d150
Sn2O2	-1.256	2.493	3.951	-1.301	-2.548	-	-	20624	-3.795	81eea2e6ba3f7f4d1f1c0524b8e6d3ab
BaF12Sb2	-2.827	4.966	8.176	-3.033	-5.516	-	1536716	-	-7.999	c764dc749060bbe80cf99ab037ecce72
Fe2P2Se6	-0.121	0.0	4.956	-	-2.839	-	1527653	-	-	55715eef3050d879e8bdbafd19a459e7
Hf2Cl2N2	-1.861	2.33	5.544	-1.232	-2.397	-	-	261539	-3.562	bb0c327c1216c3f84e5a87460203ddf7
Nb4I2Te12	-0.397	0.673	4.405	-2.060	-2.396	-	-	71516	-2.732	fb860b693f0f4cc67f208c0bf4962f2f
Pd3P2S8	-0.348	1.75	5.579	-2.997	-3.872	-	1527147	-	-4.747	bf5defdb9b3e3d5864d750db5f5acc00
V2Br2O2	-1.638	0.0	5.057	-	-2.753	-	1537583	-	-	9ad1da566e9020ca7c19c9b6a355785e
Y2Cl2O4	-1.81	0.367	7.979	-5.926	-6.109	-	-	20449	-6.293	bfac103191a525cccf3cb9c5caf54071
Na2C2N2S2	-0.328	4.121	3.571	-0.313	-2.373	-	-	22273	-4.433	c471bf6b2712fb1a2e601636baa9ad95
Ag2Cr2P4S12	-0.363	0.997	5.541	-3.032	-3.531	-	1000192	-	-4.030	19cafb175b557ce71d11ca1e345064d3
BiCuP2Se6	-0.182	1.009	5.114	-2.599	-3.104	-	4327329	-	-3.608	def78322c0d15d6bab2d8a779676281b
K2C4H6O6	-1.046	4.672	3.123	0.588	-1.748	-	-	77115	-4.084	723af012b0dfe62254760dc0cf4d4130
V3C2O2	-1.107	0.0	6.383	-	0.124	-	-	-	-	6208638f027d6dbb188016b568e37f6f
V2H4O10Se2	-1.351	0.892	3.75	-2.128	-2.574	-	-	69994	-3.020	37b476b43fb1f161d7aa513cf64ea064
Zr3B2F2O2	-2.051	0.0	7.101	-	-1.169	-	-	-	-	a55063e50b7fd2698b9c0ee63efbb4ca
Zr3B2H2Se2	-0.492	0.0	3.096	-	1.89	-	-	-	-	3d842c5d9ad8009abbd25dedeec4ba10
Y3C2H2O2	-1.12	0.0	1.843	-	1.746	-	-	-	-	f0bc99dec23c48ac186c2a185bf7facf
Ti4H2N3O2	-1.667	0.0	2.235	-	3.664	-	-	-	-	a36ceefd08fe3354e8c0406df0a36ec6
Ti3C2	-0.381	0.0	3.975	-	1.182	-	-	-	-	d2c5710455b8300373a6b20472ee6a34
Y3N2	-1.093	0.0	4.134	-	1.545	-	-	-	-	298351d9031751b10bf06fc13dbce024
Y4C3F2	-1.363	0.0	4.287	-	1.288	-	-	-	-	a177878fff75db202a3ec44151a26ce8
Mn4C3O2	-0.235	0.0	6.867	-	0.346	-	-	-	-	fc475dc3838a2f08ec6b42d24a892ea8
Sc4N3O2	-2.251	0.0	7.231	-	-0.902	-	-	-	-	332397aa9c5adc28b02861ccaf157f27
V4C3	-0.132	0.0	4.523	-	2.048	-	-	-	-	a4eaf6650e93b74247995a7e0e51ac44
Zr4N3	-1.276	0.0	4.346	-	3.359	-	-	-	-	f96c3d705f4714261e0c0aecb5fdbb5e
Al2Te2	-0.373	1.955	4.271	0.311	-0.667	-	-	-	-1.645	706095f1ea18e1e1e8e0f644af10ff69
Au2O2	-0.01	0.174	5.315	-3.092	-3.178	-	-	-	-3.265	8915bca1e8296db5d98908a0c97f5f54
Cs2Br2	-1.687	4.08	3.502	-0.195	-2.235	-	-	-	-4.275	238441f41d3f8a15032c4f145891bdca
In2I2	-0.403	0.988	4.942	-0.229	-0.723	-	-	-	-1.217	c508a3cf9a92a69963f9af923f63dc19
Fe2O2	-0.73	0.0	5.632	-	-3.074	-	-	-	-	18a893d76ac03eee504cee545dd587df
Nb2O2	-1.305	0.0	4.616	-	-1.611	-	-	-	-	49976d7f0906bb5fdea0be5aaae89636
PbS	-0.337	1.82	4.831	-1.378	-2.288	-	-	-	-3.198	643d0f1bc1a7b64bd9c7d7049270baca
Pt2Se2	-0.167	0.0	4.378	-	-0.727	-	-	-	-	fc743c3ebe6121222facfdfec5ed3648
Zr2S2	-1.154	0.132	3.543	0.101	0.035	-	-	-	-0.031	893fc2a5faed24d4a71b4db52819a578
Ti2Se2	-0.872	0.041	4.183	-0.547	-0.567	-	-	-	-0.587	807b8a86e6c8eaac85421b22dad20325
PbO2	-0.804	1.346	7.42	-3.577	-4.251	-	-	-	-4.924	260afd7b58c7e96214de52182e9e7eef
CdI2	-0.6	2.136	4.96	-0.607	-1.675	-	2106203	49573	-2.743	fd67deeba95f251b55c8c1b1aab12de4
BaI2	-1.732	3.332	4.968	-0.036	-1.703	-	-	-	-3.369	861b1d37c98463ee0fc249d13599ab0c
CrS2	-0.354	0.0	5.473	-	-2.843	-	-	-	-	274e3d4e3c6ffdd50d5ccce6c78f757b
FeBr2	-0.383	0.263	5.235	-1.678	-1.81	-	-	-	-1.941	eabf232ad5e048968caba1864b9596fe
Fe2S4	-0.383	0.654	5.392	-1.102	-1.429	-	-	-	-1.756	c827c1aed23916775fb3f9219cc60f62
Pd2Se4	-0.287	1.313	4.747	-1.452	-2.108	10.1021/jacs.7b04865	4310736	-	-2.765	cd518261ff9bd2785bddcd5990bfc73c
GeS2	-0.224	0.729	6.095	-2.012	-2.377	-	-	-	-2.741	8b41946c43d5744c85fc8def75ff63c2
HfO2	-3.007	4.477	5.322	-0.822	-3.06	-	-	-	-5.299	5a771e4e9fa8400b3a83d4b33f610c83
MnCl2	-1.025	2.025	5.359	-2.111	-3.123	-	-	-	-4.136	f01a0e66154c7ff66eba60ce4c83f011
MoS2	-0.306	0.0	5.08	-	-2.259	-	-	-	-	910650153f1c38d591eb7756912faccd
Ca2N	-0.545	0.0	3.589	-	-0.292	-	-	22231	-	8c82c42d42e2a3b84283ced65bc27c65
NiTe2	-0.076	0.0	3.968	-	-0.155	-	-	-	-	f86761fc52c5f8eb42d0abc4da63be4e
Rh2Br4	-0.226	0.089	4.71	-1.592	-1.636	-	-	-	-1.681	55a187f9dba2540f4e59216ddf1a06e6
Ru2Te4	-0.219	0.642	4.354	0.323	0.002	-	-	-	-0.319	4b44be8462f375bd6b2c15d60a5e5727
VI2	-0.49	1.202	3.947	0.080	-0.522	-	-	246907	-1.123	3cdc2a8c13056d4c6af3a0ff55ea096e
ScS2	-1.234	0.718	5.679	-2.222	-2.581	-	-	-	-2.940	4ab3b6e23a62a383c0ba39296835f0ea
SnSe2	-0.347	0.762	5.617	-1.605	-1.986	10.1088/2053-1583/aa51a2	1548805	43857	-2.367	ab1fe6162f07c452fbb6a5a7e506e9b3
SrI2	-1.646	3.418	4.925	-0.013	-1.722	-	-	-	-3.431	f026020c328cedef11219396b2662cd2
TiO2	-2.867	3.481	6.433	-2.484	-4.224	-	-	-	-5.965	da3080efa02811440eae2f516578593f
VSe2	-0.692	0.0	5.0	-	-0.91	-	1538289	86520	-	1fa784818a97ca83d9937d33433db81a
WS2	-0.874	1.534	4.733	0.678	-0.089	10.1021/nn503093k	9012192	202367	-0.855	4f4a425b6415a6c30e01cb1daf87eb40
YBr2	-1.729	0.344	3.762	-0.115	-0.287	-	-	-	-0.459	55dce1949d5866d4848b7cc07f76b9a2
ZrTe2	-0.523	0.788	4.875	-1.607	-2.001	-	-	-	-2.395	b231bc28d471952b9e3c6131f6fdc8b2
RuH2O2	-0.564	0.506	1.633	0.516	0.263	-	-	-	0.010	3487b05e22622f3e8bcc5e43c0d7d4e7
Hf2CF2	-2.26	0.0	3.63	-	1.124	-	-	-	-	eb25c8cef90a7a13d8b0fc747e955394
Nb2CO2	-1.728	0.0	5.76	-	-0.215	10.1002/adma.201500604	-	-	-	8fc046021f42773d93af85898a28b85a
Ta2CSe2	-0.832	0.0	4.855	-	1.745	-	-	-	-	ae64de5b52f0653fca6ecf6b8ce092ce
Nb2NSe2	-0.973	0.0	4.794	-	1.692	-	-	-	-	bdeadc1e42923811234ea7831385407f
Bi2S2Te	-0.267	0.021	5.891	-1.053	-1.063	-	-	-	-1.074	d35f874a1833470306769c3fe2839a89
CuSr2Br2O2	-1.958	0.0	5.764	-	-1.344	-	2002185	-	-	7230aca17ef0702394cf2ad138c0f128
Sc2H2NO2	-1.901	0.0	2.043	-	1.445	-	-	-	-	52b6d3e739bd1e3a1ec3eada0ddebef8
AlNi5Br2	-0.291	0.0	4.32	-	0.256	-	-	-	-	d4a299c650dc2530ff779df783be7fcb
GaNi5I2	-0.133	0.0	3.891	-	0.927	-	-	-	-	bafaf6f71fa2dab1c38ee86d8d388905
Ag2ReI6	-0.065	0.169	5.395	-1.970	-2.055	-	-	-	-2.139	5529908383b18cd5c0fba96b6f64cc14
Al2Cl6	-1.53	5.487	5.218	0.428	-2.316	-	1535669	39566	-5.060	7b81913afe8310b5c0b96d997a86b4d5
Ta2Se6	-0.634	0.0	4.588	-	0.962	-	-	-	-	f35c8ae7c0d0d7e71ff16bcc4b5bcdcf
Zr2O6	-2.482	3.586	5.872	0.563	-1.231	-	-	-	-3.024	fbf9cc6abda782488594121dbbee9679
HfZr3Te8	-0.765	0.213	5.251	-0.981	-1.088	-	-	-	-1.195	dbb402ca0a5f69a5c0ec7436a5132a2d
Cr3WTe8	-0.098	0.443	4.482	0.329	0.108	-	-	-	-0.113	f9e42f2b624ecdfc73b50198ad6c29bb
Al2Cl2S2	-1.261	2.334	4.815	-0.190	-1.357	-	-	-	-2.524	611bdd460760ac59256cad2db82b8095
BiTiAs	-0.146	0.0	4.999	-	-0.961	-	-	-	-	bd7677d4e03fe10f3bb20b3e0e22ed51
AsClS	-0.352	1.535	5.714	-1.873	-2.641	-	-	-	-3.408	1cfdb39978283f26d24bb5cb36ec76be
BiISe	-0.328	0.433	5.552	-1.563	-1.779	-	-	-	-1.996	d28a90d419ac100be504197bff2f8930
Ni2Br2S2	-0.344	0.0	5.384	-	-1.805	-	-	-	-	6cbffc7215dd8fff86743b1de09fa6b0
Sc2Br2S2	-1.892	2.13	5.616	-1.048	-2.113	-	-	-	-3.178	db9a1735a7cf33856669eae9441acd11
Ti2Br2Se2	-1.206	0.0	5.061	-	-1.224	-	-	-	-	cd56628c69c37e4cc26293142df9ab6f
Cr2Cl2O2	-1.607	0.647	5.547	-1.513	-1.836	-	-	28318	-2.160	b6fc35e4918e17f2451cfa80ceb9e233
In2Cl2S2	-0.81	1.797	5.833	-1.472	-2.371	-	-	-	-3.270	12bffdeabd7393f9d897f644fb1eca34
Ru2Cl2S2	-0.398	0.0	6.325	-	-2.137	-	-	-	-	1aa6007dcf805935b3f2da9ecb83defb
ClSbTe	-0.466	1.255	5.399	-1.683	-2.31	-	-	-	-2.938	2350aa97ff5d66b857f1fe895af8739f
Co2Li2Sb2	-0.235	0.0	3.203	-	0.04	-	-	-	-	e8f4dd7f3032d87d27102b3ec5cdcb53
Hf2I2S2	-1.281	0.0	4.447	-	-0.081	-	-	-	-	2962e940b92b4d90ed6c7390a9586aa5
Ni2I2O2	-0.363	0.0	4.991	-	-0.865	-	-	-	-	9770a64d45db3c0aac98e02dc9c0a74f
ISSb	-0.135	0.794	5.211	-1.021	-1.418	-	-	-	-1.815	65eda0d14c907edb25bf1a346319cbf2
Sc2I2Se2	-1.543	1.393	5.098	-0.578	-1.275	-	-	-	-1.971	327a3a5dd54b136942a320327e82dcaa
MoOSe	-1.174	0.752	4.903	-0.169	-0.545	-	-	-	-0.921	65060711a617e5263800d3d86f8ada10
NbSeTe	-0.657	0.0	5.121	-	-0.658	-	-	-	-	1d666c780c42d8966890ddea6b416154
WSeTe	-0.324	1.037	4.167	1.200	0.682	-	-	-	0.164	31260b6f650ba9c3312ef8151d9fbb27
Au2Cl2Te4	-0.158	0.981	4.997	-1.928	-2.418	-	-	-	-2.909	fd6ea42c29644f092c20cd53a43d7bb5
Cu2I2Te4	-0.124	0.836	4.697	-1.372	-1.79	-	7223695	-	-2.207	33d942be55b99165bf80dd845e259c27
Ti2P2Te6	-0.27	0.0	4.258	-	-0.291	-	-	-	-	df46c491c883736093c9af9484810bf4
Cr2Mo2Te8	-0.19	0.556	4.477	0.422	0.144	-	-	-	-0.134	c4576b62ab52d7b8bf98495e730d38f7
Ti2Zr2Te8	-0.68	0.117	5.213	-1.025	-1.084	-	-	-	-1.142	7fd1203ce935820847a979f50bada836
HfNiCl6	-1.395	1.62	6.298	-2.603	-3.413	-	-	-	-4.223	fe6cfae553f331f7fa5f84daf89f8880
Ag2F4	-1.222	0.004	7.197	-6.085	-6.088	-	1509321	-	-6.090	36914d3d79ee0fe414ef963cb7248ccb
Au2Br2	-0.159	1.985	4.365	-1.857	-2.85	-	1510610	-	-3.842	9b84d4f7b5756f35f0030dbbcde49df4
Cr3Te4	-0.176	0.0	4.864	-	-1.101	-	-	626873	-	e9d46ec577f7d45d7a084aa444146ada
Ir5Te10	-0.256	0.0	4.601	-	-2.386	-	-	189405	-	b4abbada3fb859ce983f2aa902523bd0
Pb4O4	-1.156	2.614	3.595	-0.701	-2.008	-	-	36250	-3.315	537e03868fe82a0ad3db7f8193e1f006
Hf2I2N2	-1.404	0.545	4.343	-0.600	-0.873	-	-	190384	-1.145	2959e6b16a0356ceb6b20e16e3886cd1
Ag2Br2	-0.338	1.724	5.375	-1.594	-2.456	-	-	-	-3.318	7ba9ba15030f3242d95d662d4671b32e
CrGa2Se4	-0.546	0.0	3.986	-	-0.827	-	2001932	-	-	c65b8ed80536f1a9d6143751082dec75
FeGa2S4	-0.57	0.862	4.041	-0.364	-0.795	-	1524268	-	-1.226	5ac3e97641a7747f5fd76082feee96fc
Ir2Nb2Te8	-0.424	0.047	4.466	-2.052	-2.076	-	-	73690	-2.099	1f1be39cb9e0bccb8fd62721828b1b95
Mn2P2Se6	-0.241	0.1	4.895	-2.792	-2.842	-	-	643239	-2.892	477bdb0e79d1a5fb6bc02b8f38d3c6f1
Nb3Br7S	-1.051	0.81	5.055	-2.764	-3.17	-	-	81078	-3.575	7c9ba39e90b5597bafafeb624f943984
Nb4Si2Te8	-0.518	0.521	4.351	-1.584	-1.845	-	-	81416	-2.105	818098d3e7eeccb88494bbf876e283a7
Ni4Ta2Te4	-0.405	0.0	4.32	-	-1.214	-	1541056	-	-	708c1fe1b5d6941e43df9666502cb63f
Pd2I4O12	-0.157	1.034	5.27	-2.955	-3.472	-	4316838	-	-3.989	48f9afa919ded2f9c3e5158f6fbbbee7
Re2ZnO8	-1.71	3.966	6.915	-3.283	-5.266	-	-	51017	-7.249	7879e6fa7ae143b3d912a89fac9424cc
